打开微信 | 微信
脉脉搜索123 | 脉脉
查公交970路 | 车来了
查看qq邮箱草稿箱 | QQ邮箱
查公交 | 百度地图
百词斩翻译风筝 | 百词斩
给小李发qq视频 | QQ
百度外卖搜索小笼包 | 百度外卖
qq音乐切歌 | QQ音乐
找人 | QQ
进入魔漫相机魔法商店 | 魔漫相机
打开知乎热门 | 知乎
微博发文字好无聊 | 微博
曼联最近的比赛 | 懂球帝
查看qq邮箱收件箱 | QQ邮箱
直播 | QQ
优酷搜索123 | 优酷
我想买东西 | 淘宝
微博查看我的关注 | 微博
知乎私信 | 知乎
发文字qq空间 | QQ
查看美团外卖订单 | 美团外卖
全球购 | 淘宝
帮我看看最近有什么好的重庆火锅 | 大众点评
我要去唱吧唱歌 | 唱吧
查看QQ邮箱已发送邮件 | QQ邮箱
QQ加好友10086 | QQ
查看qq余额 | QQ
看距离最近的 | 饿了么
查看同程旅游订单 | 同程旅游
sohu新闻搜索123 | 搜狐新闻
豆瓣搜索启示录 | 豆瓣
给小李发qq红包 | QQ
微博查看我的粉丝 | 微博
网易新闻搜索123 | 网易新闻
大众点评客服 | 大众点评
打开qq空间 | QQ
结束 | 微信
途牛旅游联系客服 | 途牛旅游
打开知乎收藏 | 知乎
豆瓣搜索 | 豆瓣
筛选500元以下的商品 | 淘宝
查找西苑附近的单车 | 摩拜单车
豆瓣搜索123 | 豆瓣
帮我看看最近有什么好吃的重庆火锅 | 大众点评
唱ppap | 唱吧
网易云音乐搜索童年 | 网易云音乐
最近英超有哪些比赛 | 懂球帝
打开穿越火线 | 穿越火线-枪战王者
买咖啡 | 美团
花椒直播搜索静静 | 花椒直播
点评测试 | 大众点评
筛选200到400元的 | 淘宝
查看淘宝订单 | 淘宝
取消8点的闹钟 | 大众点评
给穆红运发微信说早上好 | 微信
qq空间签到 | QQ
最近有什么比赛 | 乐视体育
再订一份上次吃过的外卖 | 大众点评
一点资讯搜索123 | 一点资讯
酷狗音乐播放我喜欢的歌曲 | 酷狗音乐
恢复微博 | 微博
打开知乎最近浏览 | 知乎
全国汽车票搜索北京去沈阳的汽车 | 全国汽车票
查看200元以上的商品 | 淘宝
查看500元以下的商品 | 淘宝
巴塞罗那的赛程 | 懂球帝
去唱吧点歌 | 唱吧
按照价格由低到高查看 | 淘宝
打开qq回复小明 | QQ
关闭qq动态 | QQ
筛选二百元以上的商品 | 淘宝
帮我打开买东西的软件 | 淘宝
筛选200元以上的商品 | 淘宝
微博查看我的全部微博 | 微博
下厨房搜索黄闷鸡菜谱 | 下厨房
查看淘宝消息 | 淘宝
图书启市录 | 豆瓣
搜索周杰伦 | QQ音乐
网易云音乐查找123 | 网易云音乐
打开微信 | 微信
进入情侣空间 | QQ
查看天猫的商品 | 淘宝
查看搜狐新闻视频栏目 | 搜狐新闻
清空淘宝购物车 | 淘宝
知乎搜索123 | 知乎
淘宝助手 | 淘宝
查看一点资讯视频 | 一点资讯
qq音乐 | QQ音乐
放周杰伦 | 微信
打开知乎关注 | 知乎
查找赵海 | QQ
打开知乎live | 知乎
买电影票 | 乐视商城
唱吧搜索丑八怪 | 唱吧
全国汽车票搜索北京去沈阳的火车票 | 全国汽车票
扫一扫 | QQ音乐
我要在为知笔记里面添加一片新的笔记 | 为知笔记
微博有谁赞了我 | 微博
大众点评优惠券 | 大众点评
搜索重庆火锅 | 大众点评
打开鲨鱼影视搜索斗破苍穹 | 鲨鱼影视
查看包邮商品 | 淘宝
查看淘宝快递 | 淘宝
微信付款 | 微信
发现群 | 微博
中关村到新中关怎么走 | 百度地图
高铁管家搜索沈阳去北京的高铁 | 高铁管家12306火车票
最近有什么体育比赛 | 乐视体育
苏宁易购搜索毛衣 | 苏宁易购
小狗 | AcFun
联系摩拜单车客服 | 摩拜单车
发微博 | 微博
打开豌豆荚智能录屏 | 豌豆荚智能录屏
你这里的学习是什么意思 | 知乎
魔漫相机我的订单 | 魔漫相机
qq发红包给小李 | QQ
微博有新的评论吗 | 微博
查看京东购物车 | 手机京东
打开知乎 | 知乎
微博消息 | 微博
加好友10086 | QQ
现在英超有什么直播 | 乐视体育
快手同城 | 快手
查看销量优先 | 淘宝
有道词典翻译风筝 | 有道词典
发微信朋友圈哈 | 微信
打开微信朋友圈 | 微信
我想骑自行车 | 摩拜单车
二维码扫描 | 微信
掌阅查看我的书籍 | 掌阅
掌阅搜索盗墓笔记 | 掌阅
花椒直播我关注的主播 | 花椒直播
百词斩翻译风筝 | 百词斩
花椒直播搜索静静 | 花椒直播
魔漫相机做漫画 | 魔漫相机
有道词典我的单词本 | 有道词典
查看qq邮箱草稿箱 | QQ邮箱
快手同城 | 快手
百词斩背单词 | 百词斩
掌阅看盗墓笔记 | 掌阅
苏宁易购搜索毛衣 | 苏宁易购
美团外卖买小笼包 | 美团外卖
查看qq邮箱收件箱 | QQ邮箱
百度外卖买小笼包 | 百度外卖
百度外卖搜索小笼包 | 百度外卖
掌阅查看我的书籍 | 掌阅
查看美团外卖订单 | 美团外卖
查看苏宁易购购物车 | 苏宁易购
查看百度外卖订单 | 百度外卖
快手我的关注 | 快手
有道词典翻译风筝 | 有道词典
查看QQ邮箱已发送邮件 | QQ邮箱
有道词典翻译风筝 | 有道词典
zy | QQ
打开行车记录仪 | 行车记录仪
五八司机客户端 | 58速运司机端
免费小说 | 免费小说大全
打开网页 | UC浏览器
打开qq | QQ
打开支付宝 | 支付宝
打开微信 | 微信
打开天气 | 微博
打开QQ | QQ
打开频谱分析仪 | 频谱分析仪
打开王者荣耀 | 王者荣耀
我要到娄底技师学院 | 高德地图
我要到邵东站 | 高德地图
打开音乐冢 | 音乐冢
QQ余额提现 | QQ
在音乐中中搜索我一定会爱上你 | 音乐冢
打开QQ面对面 | QQ
打开掌上TGP | 掌上TGP
打开钛媒体 | 钛媒体
用QQ音乐放歌 | QQ音乐
关闭QQ | QQ
打开钛备份 | 钛备份
qq空间点赞 | QQ
我喜欢你 | 淘宝
潘一子 | QQ音乐
查看qq邮箱草稿箱 | QQ邮箱
查看QQ邮箱已发送邮件 | QQ邮箱
查看qq邮箱收件箱 | QQ邮箱
我要上网者 | 王者荣耀
替米 | 王者荣耀
情侣空间 | QQ
傻逼出来嗨 | QQ
QQ@傻逼 | QQ
打开UC | UC浏览器
打开QQ未读消息 | QQ
打开应用宝 | 应用宝
打开UC | UC浏览器
打开咸鱼我的消息 | 闲鱼
打开北瓜电话 | 北瓜电话
打开酷安 | 酷市场:CoolMarket
查看QQ邮箱已发送邮件 | QQ邮箱
打开微信朋友圈 | 微信
打开好友动态 | QQ
掌阅 | 掌阅
首歌 | QQ音乐
来首音乐 | QQ音乐
打开酷狗播放音乐 | 酷狗音乐
我在哪 | 高德地图
打开QQ | QQ
打开穿越火线 | 穿越火线-枪战王者
他不会的你可以教她 | 乐视视频
苏宁易购搜索毛衣 | 苏宁易购
打开b站 | 哔哩哔哩动画
打开小说功夫神医 | 追书神器
掌阅搜索盗墓笔记 | 掌阅
打开口袋48 | 口袋48
查看yy我关注的主播 | YY
查看yy我关了主播 | YY
查看京东购物车 | 手机京东
百度外卖搜索小笼包 | 百度外卖
有道词典翻译风筝 | 有道词典
快手同城 | 快手
查看苏宁易购购物车 | 苏宁易购
魔漫相机做漫画 | 魔漫相机
美团外卖买小笼包 | 美团外卖
掌阅查看我的书籍 | 掌阅
查看QQ邮箱已发送邮件 | QQ邮箱
查看qq邮箱收件箱 | QQ邮箱
查看百度外卖订单 | 百度外卖
快手我的关注 | 快手
花椒直播搜索静静 | 花椒直播
掌阅看盗墓笔记 | 掌阅
查看qq邮箱草稿箱 | QQ邮箱
花椒直播我关注的主播 | 花椒直播
有道词典我的单词本 | 有道词典
小乐学习 | 手机京东
百度外卖买小笼包 | 百度外卖
查看美团外卖订单 | 美团外卖
打开王者荣耀 | 王者荣耀
打开QQ | 王者荣耀
打开星空序曲 | 星空序曲
打开王者荣耀 | 王者荣耀
号 | 王者荣耀
我要玩王者荣耀 | 王者荣耀
打开应用宝 | 应用宝
微信朋友圈 | 微信
加QQ好友123 | QQ
下载jj比赛 | 一键锁屏
唱歌 | 酷狗音乐
发微信给 | 微信
你几岁了 | QQ
给一轩发一个板机 | QQ
掌阅查看我的书籍 | 掌阅
百度搜索微信 | 浏览器
打开王者荣耀 | 王者荣耀
打开神庙逃亡 | 神庙逃亡2盔甲勇士
打开球球大作战 | 球球大作战
打开安信安翼 | 安信安翼
操你妈 | QQ安全中心
打开久了二点零 | 玖乐2.0
vivo手机寻回 | QQ浏览器
下载王者荣耀 | 应用宝
开始锻炼 | Keep
进入优衣库旗舰店 | 淘宝
待付款订单 | 淘宝
我的淘宝足迹 | 淘宝
查看我的淘宝订单 | 淘宝
开始锻炼背部 | Keep
淘宝扫一扫 | 淘宝
我最近去的店 | 淘宝
查看我的购物车 | 淘宝
我的淘宝消息 | 淘宝
开始锻炼腹肌撕裂者初级 | Keep
查看我的收藏 | 淘宝
看看海淘商品 | 淘宝
开始锻炼腹肌撕裂者 | Keep
淘宝搜索羽绒服 | 淘宝
开始锻炼腹肌 | Keep
看看我今天要买什么菜 | 下厨房
球球大作战签到 | 球球大作战
大众点评 | 大众点评
结束共享位置 | 微信
陈浩哦 | 微信
打开nga论坛 | NGA玩家社区
着做做做做做 | 大众点评
我要反馈 | 微信
家里空气质量 | 三个爸爸
测试美团 | 美团
干干干 | 微信
消息通知 | 今日头条
我要反馈 | 微信
随便 | 今日头条
测试三 | 大众点评
发送共享位置 | 微信
美团测试 | 美团
测试二 | 大众点评
打开中关村 | ZOL中关村在线
打开酷狗 | 酷狗音乐
联通手机营业厅 | 手机营业厅
王者荣耀 | 王者荣耀
打开计萌 | Faceu激萌
打开超级视频 | 超级视频
打开亚马逊 | 亚马逊购物
查看闲鱼我买到的订单 | 闲鱼
查看苏宁易购购物车 | 苏宁易购
毛笔最近的比赛 | Max+
百度糯米附近的电影院 | 百度糯米
快手同城 | 快手
聊天记录迁移 | 微信
委婉最近的比赛 | Max+
百度糯米买小笼包 | 百度糯米
我的豆瓣书单 | 豆瓣
我想看英语课视频 | 有道词典
百词斩背单词 | 百词斩
去闲鱼发布信息 | 闲鱼
百词斩翻译风筝 | 百词斩
我想看bbc新闻 | BBC News
打开天气 | Yahoo Weather
查看闲鱼我卖出的订单 | 闲鱼
和成浩聊天 | 微信
百度外卖搜索小笼包 | 百度外卖
发图片朋友圈 | 微信
查看qq邮箱收件箱 | QQ邮箱
闲鱼搜索毛衣 | 闲鱼
豆瓣查找光荣与梦想 | 豆瓣
播放新闻 | 央视影音
我最近的比赛 | Max+
斗鱼我关注的主播 | 斗鱼
苏宁易购搜索毛衣 | 苏宁易购
魔漫相机做漫画 | 魔漫相机
斗鱼搜索静静 | 斗鱼
余量查询 | 手机营业厅
有道词典我的单词本 | 有道词典
有道词典翻译风筝 | 有道词典
最近的电影 | 美团
掌阅查看我的书籍 | 掌阅
我想看经济学人 | 经济学人 商论
花椒直播我关注的主播 | 花椒直播
咸鱼搜索毛衣 | 闲鱼
qq邮箱发邮件 | QQ邮箱
下载韩剧TV | PP助手
墨迹天气 | 墨迹天气
想了学习QQ | QQ
小龙学习QQ | QQ
录制QQ | QQ
测试 | 去哪儿旅行
买票 | 去哪儿旅行
把刀我要砍人 | 天猫
下列学习QQ | QQ
测试录制 | 去哪儿旅行
操 | 滴滴出行
好了学习QQ | QQ
我加你我的物流 | 天猫
我的收藏音乐 | 网易云音乐
上海我教你六只 | QQ
下了学习QQ | QQ
加了张海我加你入职QQ | QQ
打开夜间模式 | 夜间模式
回家 | 高德地图
打开网子荣耀 | 王者荣耀
打开QQ发送特别关心 | QQ
查看QQ邮箱已发送邮件 | QQ邮箱
花椒直播搜索静静 | 花椒直播
美团外卖买小笼包 | 美团外卖
I love you | QQ
有道词典翻译风筝 | 有道词典
唱吧搜索丑八怪 | 唱吧
查看美团外卖订单 | 美团外卖
掌阅看盗墓笔记 | 掌阅
快手我的关注 | 快手
快手同城 | 快手
全民k歌我要唱歌 | 全民K歌
打开支付宝 | 支付宝
查看QQ邮箱已发送邮件 | QQ邮箱
查看qq邮箱草稿箱 | QQ邮箱
美团外卖买小笼包 | 美团外卖
王者荣耀 | 王者荣耀
快手同城 | 快手
QQ等级 | QQ
微信 | 微信
打开王者荣耀 | 王者荣耀
打开QQ | QQ
点咖啡 | 美团外卖
讲故事 | QQ
打开王者荣耀 | 王者荣耀
查看苏宁易购购物车 | 苏宁易购
苏宁易购搜索毛衣 | 苏宁易购
有道词典我的单词本 | 有道词典
快手同城 | 快手
查看百度外卖订单 | 百度外卖
魔漫相机做漫画 | 魔漫相机
掌阅查看我的书籍 | 掌阅
花椒直播搜索静静 | 花椒直播
美团外卖买小笼包 | 美团外卖
快手我的关注 | 快手
有道词典翻译风筝 | 有道词典
查看QQ邮箱已发送邮件 | QQ邮箱
查看qq邮箱收件箱 | QQ邮箱
打开球球大作战 | 球球大作战
查看qq邮箱草稿箱 | QQ邮箱
百度外卖搜索小笼包 | 百度外卖
百度外卖买小笼包 | 百度外卖
查看苏宁易购购物车 | 苏宁易购
魔漫相机做漫画 | 魔漫相机
查看qq邮箱收件箱 | QQ邮箱
掌阅查看我的书籍 | 掌阅
快手我的关注 | 快手
有道词典翻译风筝 | 有道词典
有道词典我的单词本 | 有道词典
查看QQ邮箱已发送邮件 | QQ邮箱
快手同城 | 快手
掌阅搜索盗墓笔记 | 掌阅
美团外卖买小笼包 | 美团外卖
查看美团外卖订单 | 美团外卖
命令设置命令 | 乐视视频
查看百度外卖订单 | 百度外卖
苏宁易购搜索毛衣 | 苏宁易购
花椒直播我关注的主播 | 花椒直播
花椒直播搜索静静 | 花椒直播
掌阅看盗墓笔记 | 掌阅
看我微信有多少钱 | 微信
打开穿越火线 | 穿越火线-枪战王者
打开王者荣耀 | 王者荣耀
查看苏宁易购购物车 | 苏宁易购
查看qq邮箱收件箱 | QQ邮箱
打开网址荣耀 | 王者荣耀
打开节拍器 | 节拍器
返回到桌面 | 蜻蜓FM
有道词典翻译风筝 | 有道词典
有道词典我的单词本 | 有道词典
打开酷狗搜索歌曲 | 酷狗音乐
查看qq邮箱收件箱 | QQ邮箱
百度外卖买小笼包 | 百度外卖
最新电影 | 乐视视频
看我是歌手 | 爱奇艺
花椒直播搜索静静 | 花椒直播
掌阅看盗墓笔记 | 掌阅
苏宁易购搜索毛衣 | 苏宁易购
魔漫相机做漫画 | 魔漫相机
百度外卖搜索小笼包 | 百度外卖
查看美团外卖订单 | 美团外卖
快手我的关注 | 快手
花椒直播我关注的主播 | 花椒直播
百度外卖买小笼包 | 百度外卖
有道词典翻译风筝 | 有道词典
查看苏宁易购购物车 | 苏宁易购
快手同城 | 快手
掌阅搜索盗墓笔记 | 掌阅
有道词典我的单词本 | 有道词典
检测当前网速 | WiFi管家
百词斩背单词 | 百词斩
QQ空间发说说 | QQ
微信测试 | 微信
快手我的关注 | 快手
打开QQ | QQ
快手同城 | 快手
魔漫相机做漫画 | 魔漫相机
掌阅看盗墓笔记 | 掌阅
苏宁易购搜索毛衣 | 苏宁易购
去酷我k歌唱歌 | 酷我K歌
查看qq邮箱草稿箱 | QQ邮箱
花椒直播我关注的主播 | 花椒直播
查看苏宁易购购物车 | 苏宁易购
百度外卖买小笼包 | 百度外卖
快手我的关注 | 快手
有道词典我的单词本 | 有道词典
花椒直播搜索静静 | 花椒直播
美团外卖买小笼包 | 美团外卖
查看QQ邮箱已发送邮件 | QQ邮箱
查看qq邮箱收件箱 | QQ邮箱
查看百度外卖订单 | 百度外卖
有道词典翻译风筝 | 有道词典
掌阅搜索盗墓笔记 | 掌阅
百度外卖搜索小笼包 | 百度外卖
掌阅查看我的书籍 | 掌阅
查看美团外卖订单 | 美团外卖
给杨硕支付宝转二十 | 支付宝
放儿歌 | 酷狗音乐
王者荣耀 | 王者荣耀
123 | HomeTime
打开向日葵 | 向日葵远程控制
打开UC | UC浏览器
花椒直播我关注的主播 | 花椒直播
截屏 | 支付宝
打开企鹅FM | 企鹅FM
开卷有益 | 开卷有益
快手同城 | 快手
花椒直播我关注的主播 | 花椒直播
查看qq邮箱收件箱 | QQ邮箱
有道词典翻译风筝 | 有道词典
查看美团外卖订单 | 美团外卖
有道词典我的单词本 | 有道词典
查看qq邮箱草稿箱 | QQ邮箱
掌阅看盗墓笔记 | 掌阅
打开米聊 | 米聊交友
打开闲鱼 | 闲鱼
花椒直播搜索静静 | 花椒直播
掌阅查看我的书籍 | 掌阅
查看美团外卖订单 | 美团外卖
查看qq邮箱草稿箱 | QQ邮箱
查看qq邮箱收件箱 | QQ邮箱
有道词典我的单词本 | 有道词典
查看QQ邮箱已发送邮件 | QQ邮箱
快手同城 | 快手
花椒直播我关注的主播 | 花椒直播
百度外卖买小笼包 | 百度外卖
查看苏宁易购购物车 | 苏宁易购
掌阅看盗墓笔记 | 掌阅
美团外卖买小笼包 | 美团外卖
魔漫相机做漫画 | 魔漫相机
百度外卖搜索小笼包 | 百度外卖
掌阅搜索盗墓笔记 | 掌阅
苏宁易购搜索毛衣 | 苏宁易购
查看百度外卖订单 | 百度外卖
快手我的关注 | 快手
有道词典翻译风筝 | 有道词典
打开王者荣耀 | 王者荣耀
QQ名片 | QQ
超级视频里的收藏 | 超级视频
添加QQ号 | QQ
钱盾杀毒 | 钱盾
赶集网搜索二手房 | 赶集网
360卫士杀毒 | 360手机卫士
五八同城搜索二手房 | 58同城
打开qq音乐 | QQ音乐
支付宝转账 | 支付宝
美团 | 美团
加了学习美团 | 美团
你那个几点了 | QQ
打开兴趣部落 | 兴趣部落
打开MTK | MTK Boost
123 | HomeTime
一 | HomeTime
酷狗 | 酷狗音乐
去QQ装逼 | QQ
唱首歌 | 网易云音乐
唱歌 | 网易云音乐
分享 | 流量大爆炸
有道词典翻译风筝 | 有道词典
打开QQ进入空间 | QQ
进入了迷 | 乐迷
打开没的帮 | MediBang Paint
乐米签到 | 乐迷
有道词典我的单词本 | 有道词典
清空淘宝购物车 | 淘宝
王者荣耀 | 王者荣耀
找大姐唠嗑 | QQ
打开学习功能 | 酷狗音乐
打开球球大作战 | 球球大作战
打开酷狗音乐搜索我爱你 | 酷狗音乐
打开酷狗音乐播放音乐 | 酷狗音乐
我很可爱 | 酷狗音乐
作曲家 | 酷狗音乐
打开QQ | QQ
打开嗓音 | 闪银
打开王者荣耀 | 王者荣耀
编辑 | QQ
用扣扣发消息给z70 | QQ
掌阅搜索盗墓笔记 | 掌阅
有道词典我的单词本 | 有道词典
查看qq邮箱草稿箱 | QQ邮箱
查看QQ邮箱已发送邮件 | QQ邮箱
花椒直播搜索静静 | 花椒直播
百度外卖搜索小笼包 | 百度外卖
查看美团外卖订单 | 美团外卖
花椒直播我关注的主播 | 花椒直播
打开王者荣耀 | 王者荣耀
查看qq邮箱收件箱 | QQ邮箱
掌阅查看我的书籍 | 掌阅
查看百度外卖订单 | 百度外卖
快手我的关注 | 快手
有道词典翻译风筝 | 有道词典
快手同城 | 快手
加qq好友123 | QQ
乐迷社区签到 | 乐迷
掌阅搜索盗墓笔记 | 掌阅
百度外卖买小笼包 | 百度外卖
掌阅查看我的书籍 | 掌阅
快手同城 | 快手
有道词典我的单词本 | 有道词典
花椒直播搜索静静 | 花椒直播
查看QQ邮箱已发送邮件 | QQ邮箱
查看美团外卖订单 | 美团外卖
掌阅看盗墓笔记 | 掌阅
查看苏宁易购购物车 | 苏宁易购
美团外卖买小笼包 | 美团外卖
快手我的关注 | 快手
查看qq邮箱草稿箱 | QQ邮箱
花椒直播我关注的主播 | 花椒直播
魔漫相机做漫画 | 魔漫相机
百度外卖搜索小笼包 | 百度外卖
查看百度外卖订单 | 百度外卖
查看qq邮箱收件箱 | QQ邮箱
苏宁易购搜索毛衣 | 苏宁易购
有道词典翻译风筝 | 有道词典
公交车的状态 | 车来了
我要付款 | 支付宝
打开北京卫视 | 乐视视频
打开音乐 | QQ音乐
想了我家里点一下 | 乐看搜索
用乐视视频搜索xxx | 乐视视频
想了我加你的 | 乐看搜索
聚集测试 | 乐视视频
三国演义 | 乐看搜索
下了我教你左右滚动 | 乐视视频
我想看李连杰的电影 | 乐视视频
播放速度与激情 | 乐视视频
视频测试 | 乐视视频
自己去还是 | 乐看搜索
小刚学习 | 乐看搜索
播放甄嬛传第五集 | 乐视视频
搜索测试 | 乐看搜索
点击测试 | 乐看搜索
美团外卖买小笼包 | 美团外卖
查看百度外卖订单 | 百度外卖
苏宁易购搜索毛衣 | 苏宁易购
有道词典翻译风筝 | 有道词典
查看qq邮箱草稿箱 | QQ邮箱
查看苏宁易购购物车 | 苏宁易购
查看QQ邮箱已发送邮件 | QQ邮箱
查看qq邮箱收件箱 | QQ邮箱
查看美团外卖订单 | 美团外卖
百度外卖买小笼包 | 百度外卖
有道词典我的单词本 | 有道词典
掌阅查看我的书籍 | 掌阅
美团外卖买小笼包 | 美团外卖
打开王者荣耀 | 王者荣耀
打开王者荣耀 | 王者荣耀
打开天天酷跑 | 天天酷跑
打开支付宝输入密码671128 | 支付宝
12345 | QQ
用网易云音乐放首歌 | 网易云音乐
打开QQ恢复小鸟傻逼 | QQ
打开QQ | QQ
帮我打开王者荣耀 | 王者荣耀
微信消耗 | 微信
打开QQ | QQ
打开侠盗飞车 | 侠盗猎车手: 罪恶都市
打开掌盟 | 掌上英雄联盟
打开王者荣耀 | 王者荣耀
关掉QQ | QQ
打开全民k歌 | 全民K歌
微信 | 微信
查看qq邮箱草稿箱 | QQ邮箱
查看苏宁易购购物车 | 苏宁易购
有道词典我的单词本 | 有道词典
掌阅看盗墓笔记 | 掌阅
美团外卖买小笼包 | 美团外卖
全民k歌我要唱歌 | 全民K歌
酷我k歌唱丑八怪 | 酷我K歌
百词斩翻译风筝 | 百词斩
in我的关注 | in
in拍照片 | in
查看酷我k歌pk榜 | 酷我K歌
花椒直播搜索静静 | 花椒直播
去唱吧点歌 | 唱吧
王菲 | 酷狗音乐
庄心妍 | 手机百度
唱吧搜索丑八怪 | 唱吧
查看酷我k歌本地作品 | 酷我K歌
百词斩背单词 | 百词斩
快手我的关注 | 快手
卷皮搜索毛衣 | 卷皮
快手同城 | 快手
查看百度外卖订单 | 百度外卖
苏宁易购我的订单 | 苏宁易购
去闲鱼发布信息 | 闲鱼
百度外卖搜索小笼包 | 百度外卖
卷皮查看我的订单 | 卷皮
百度外卖买小笼包 | 百度外卖
我想看英语课视频 | 有道词典
魔漫相机我的订单 | 魔漫相机
魔漫相机做漫画 | 魔漫相机
我要去唱吧唱歌 | 唱吧
我要去全民k歌唱童年 | 全民K歌
掌阅搜索盗墓笔记 | 掌阅
查看QQ邮箱已发送邮件 | QQ邮箱
有道词典翻译风筝 | 有道词典
闲鱼搜索毛衣 | 闲鱼
用酷狗音乐放首许嵩的歌 | 酷狗音乐
花椒直播我关注的主播 | 花椒直播
全民k歌搜索123 | 全民K歌
掌阅查看我的书籍 | 掌阅
查看qq邮箱收件箱 | QQ邮箱
苏宁易购搜索毛衣 | 苏宁易购
查看闲鱼我卖出的订单 | 闲鱼
去酷我k歌唱歌 | 酷我K歌
查看闲鱼我买到的订单 | 闲鱼
查看美团外卖订单 | 美团外卖
进入魔漫相机魔法商店 | 魔漫相机
酷我k歌搜索丑八怪 | 酷我K歌
唱吧唱丑八怪 | 唱吧
查看卷皮购物车 | 卷皮
打开王者荣耀 | 王者荣耀
打开淘宝查看待收货 | 淘宝
百度外卖买小笼包 | 百度外卖
掌阅搜索盗墓笔记 | 掌阅
快手我的关注 | 快手
查看qq邮箱收件箱 | QQ邮箱
花椒直播搜索静静 | 花椒直播
百度外卖搜索小笼包 | 百度外卖
查看美团外卖订单 | 美团外卖
美团外卖买小笼包 | 美团外卖
有道词典我的单词本 | 有道词典
查看QQ邮箱已发送邮件 | QQ邮箱
花椒直播我关注的主播 | 花椒直播
有道词典翻译风筝 | 有道词典
查看苏宁易购购物车 | 苏宁易购
快手同城 | 快手
魔漫相机做漫画 | 魔漫相机
掌阅查看我的书籍 | 掌阅
掌阅看盗墓笔记 | 掌阅
苏宁易购搜索毛衣 | 苏宁易购
查看百度外卖订单 | 百度外卖
查看qq邮箱草稿箱 | QQ邮箱
给我儿子来首歌 | 网易云音乐
购物 | 大众点评
回家 | 易到
发微博 | 微博
呵呵 | 微博
打开小说书架 | QQ浏览器
手机QQ | QQ
易到用车 | 易到
应用宝 | 应用宝
阿姨管理器 | RE文件管理器
打开spetest | Speedtest.net
我的神州金丹 | 神州租车
打打杀杀 | 微信
可以 | 易到
输辆车 | 神州租车
杭州租车订单 | 神州租车
租辆车 | 神州租车
发送给刘威 | 微信
做任务 | 流量宝
全民k歌我要唱歌 | 全民K歌
查看qq邮箱收件箱 | QQ邮箱
有道词典翻译风筝 | 有道词典
查看体育中超 | 乐视体育
打开三国杀 | 三国杀
打开终极一班电视剧 | 优酷
腾讯视频播放鬼吹灯 | 腾讯视频
我要玩游戏 | 王者荣耀
乐视视频搜索孤芳不自赏 | 乐视视频
京东搜索123 | 手机京东
我要看动态 | QQ
加QQ好友123 | QQ
打开王者荣耀 | 王者荣耀
发空间动态123 | QQ
添加qq好友123 | QQ
加QQ好友123 | QQ
查看qq邮箱收件箱 | QQ邮箱
打开喜马拉雅 | 喜马拉雅FM
打开微博热搜 | 微博
掌阅看盗墓笔记 | 掌阅
在下厨房上搜索红烧鱼 | 下厨房
下厨房找蛋糕食谱 | 下厨房
美团外卖买小笼包 | 美团外卖
百度外卖买小笼包 | 百度外卖
拨打电话 | QQ
米柚论坛 | MIUI论坛
打开我TV | 沃TV
发一块钱红包给微信好友郭伊莎 | 微信
我想吃大便 | WiFi万能钥匙
打开应用宝 | 应用宝
唱一首歌 | 酷狗音乐
打开王者荣耀 | 王者荣耀
我想听歌 | 酷狗音乐
打开电视直播 | 电视直播
相声 | 喜马拉雅FM
电影情圣 | 电视直播
打开音乐我的滑板鞋 | 酷狗音乐
加好友 | QQ
查看QQ邮箱已发送邮件 | QQ邮箱
查看qq邮箱收件箱 | QQ邮箱
打开遥控专家酷控 | 遥控专家酷
查看美团外卖订单 | 美团外卖
美团外卖买小笼包 | 美团外卖
查看百度外卖订单 | 百度外卖
发图片朋友圈 | 微信
加qq好友 | QQ
打开微信小号 | 微信
我想听他 | 酷狗音乐
百词斩背单词 | 百词斩
酷狗音乐搜索与此一生 | 酷狗音乐
贾跃亭 | QQ浏览器
打开我是office | WPS Office
杨幂 | QQ浏览器
打开QQ | QQ
快手我的关注 | 快手
快手同城 | 快手
解锁QQ | QQ
启动QQ | QQ
打开cf | 穿越火线-枪战王者
打开王者荣耀 | 王者荣耀
打开快手查看我的私信 | 快手
打开酷狗 | 酷狗音乐
打开cf手游 | 穿越火线-枪战王者
打开穿越火线 | 穿越火线-枪战王者
开始刷牙 | 欧乐-B技术
花椒直播搜索静静 | 花椒直播
查看美团外卖订单 | 美团外卖
微信给开心就好发十元红包 | 微信
打开最近播放的视频 | MoboPlayer
美团外卖买小笼包 | 美团外卖
微信给开心就好说脑残 | 微信
呵呵 | 墨迹天气
帮我打开买东西的软件 | 手机京东
我想买东西 | 淘宝
球球大作战签到 | 球球大作战
有道词典我的单词本 | 有道词典
乐迷签到 | 乐迷
京东搜索123 | 手机京东
微信发红包给123 | 微信
用爱奇艺打开本地视频 | 爱奇艺
用乐视视频搜索123 | 乐视视频
支付宝转账123 | 支付宝
发图片朋友圈 | 微信
播放歌曲123 | 酷狗音乐
加QQ好友123 | QQ
打开乐视视频 | 乐视视频
打开IT之家 | IT之家
查看qq邮箱收件箱 | QQ邮箱
查看酷我k歌pk榜 | 酷我K歌
扫码开锁 | 摩拜单车
口袋理财查看理财产品 | 口袋理财
qq音乐播放我喜欢的歌曲 | QQ音乐
口袋理财提现 | 口袋理财
同程旅游搜索北京到广州的机票 | 同程旅游
