打开QQ音乐 | com.tencent.qqmusic
酷狗音乐搜索爱我 | com.kugou.android
打开微信 | com.tencent.mm
帮我查一下双色球开奖结果 | com.mango.doubleball
打开信息 | com.android.mms
打开淘宝 | com.taobao.taobao
打开电视直播 | com.lesports.glivesports
打开网易云音乐 | com.netease.cloudmusic
关闭网易云音乐 | com.android.settings
加了学习打开电视直播 | com.lesports.glivesports
打开微信 | com.tencent.mm
加微信好友123 | com.tencent.mm
讲故事 | com.ks.kaishustory
下了学习加微信好友123 | com.tencent.mm
打开相机 | com.android.camera2
打开QQ | com.tencent.mobileqq
打开管家 | com.letv.android.supermanager
打开指南针 | com.letv.android.compass
打开计算器 | com.android.calculator2
播放歌曲 | com.android.music
kd我发短信 | com.android.mms
微信支付吗 | com.tencent.mm
下了学习发文字朋友圈 | com.tencent.mm
微信扫一扫 | com.tencent.mm
微信二维码付款 | com.tencent.mm
打开QQ | com.tencent.mobileqq
明天天气怎么样 | sina.mobile.tianqitongletv
打开QQ | com.tencent.mobileqq
话费充值 | com.tencent.mm
打开乐视视频 | com.letv.android.client
手电筒 | com.frego.flashlight
打开微信 | com.tencent.mm
打开qq | com.tencent.mobileqq
打开QQ | com.tencent.mobileqq
打开微信 | com.tencent.mm
发短信 | com.android.mms
打开酷狗音乐 | com.kugou.android
播放社会摇 | com.android.music
播放音乐 | com.android.music
打开音乐播放 | com.android.music
打开音乐并播放 | com.android.music
打开闹钟 | com.android.deskclock
打开快手 | com.smile.gifmaker
发红包给 | com.tencent.mm
打开360手机卫士 | com.qihoo360.mobilesafe
打开乐视视频 | com.letv.android.client
查看天气 | sina.mobile.tianqitongletv
打开微云 | com.qq.qcloud
微信二维码付款 | com.tencent.mm
设置主题 | com.letv.android.themestore
打开QQ | com.tencent.mobileqq
打开小米运动 | com.xiaomi.hm.health
打开静音 | com.android.deskclock
打开静音 | com.android.deskclock
开启静音 | com.android.deskclock
开启静音 | com.android.deskclock
发文字朋友圈 | com.tencent.mm
用QQ音乐播放 | com.android.music
用QQ音乐播放青花瓷 | com.tencent.qqmusic
打开乐视金龙 | com.letv.android.client
打开乐视金融 | com.letv.jr
打开微信群 | com.tencent.mm
打开QQ群 | com.tencent.mm
打开QQ群呢 | com.tencent.mm
打开QQ | com.tencent.mobileqq
今天的天气怎么样 | sina.mobile.tianqitongletv
给我打开闹钟 | com.android.deskclock
停止闹钟 | com.android.settings
播放音乐 | com.android.music
打开hometime | com.stv.android.videochat
打开全民k歌 | com.tencent.karaoke
打开录音机 | com.letv.android.recorder
打开系统升级 | com.mediatek.systemupdate
讲故事 | com.ks.kaishustory
摇一摇 | com.tencent.mm
发朋友圈视频 | com.tencent.mm
打开酷狗音乐 | com.kugou.android
你QQ告诉珊珊来迟早 | com.tencent.mobileqq
我微信告诉老婆儿好 | com.tencent.mm
播放一首歌曲吧 | com.android.music
QQ充值话费 | com.tencent.mm
查看天气 | sina.mobile.tianqitongletv
都放首歌听 | com.android.music
今天的天气怎么样 | sina.mobile.tianqitongletv
我想看新闻 | com.letv.android.client
播放葫芦娃 | com.letv.android.client
打开QQ | com.tencent.mobileqq
打开微信 | com.tencent.mm
发微信给医生好凶的有人卖 | com.tencent.mm
放首歌听吧 | com.android.music
我想看女总裁的贴身高手二 | com.letv.android.client
我想看女总裁的贴身高手二 | com.letv.android.client
我想看看你总裁的贴身高手二 | com.letv.android.client
打开文件管理 | com.letv.android.filemanager
打开酷控遥控器 | com.duokan.phone.remotecontroller
打开遥控专家酷控 | com.letv.android.remotecontrol
打开系统更新 | com.letv.android.ota
打开音乐助手 | com.android.music
打开音乐bigbang | com.android.music
我想听音乐逆流成河 | com.android.music
打开天气播报 | sina.mobile.tianqitongletv
打开易到用车 | com.yongche.android
打开万能钥匙 | com.snda.wifilocating
打开微信 | com.tencent.mm
打开地图 | com.baidu.BaiduMap
大众点评找川菜 | com.dianping.v1
大众点评找粤菜 | com.dianping.v1
小狼打开闹钟 | com.android.deskclock
我想听追梦赤子心 | com.android.music
打开QQ | com.tencent.mobileqq
打开音乐 | com.android.music
打开支付宝 | com.eg.android.AlipayGphone
打开图库 | com.android.gallery3d
发微信给姐告诉她你去哪里了 | com.tencent.mm
发微信给姐问她你去哪里了 | com.tencent.mm
发微信给姐夫你去哪里了 | com.tencent.mm
发微信给姐你去哪里了 | com.tencent.mm
发微信给一张好兄弟有人有人 | com.tencent.mm
微信QQ打开 | com.tencent.mobileqq
发微信给医生好凶的告诉他我有人有人 | com.tencent.mm
官道发微信 | com.tencent.mm
发微信给医生好凶的 | com.tencent.mm
吃饭了 | com.dianping.v1
发微信给医生好凶的有人有人 | com.tencent.mm
发微信给医生有人有人 | com.tencent.mm
发微信给医生好有人有人 | com.tencent.mm
发微信给医生好都忙啥呢 | com.tencent.mm
拍照 | com.android.gallery3d
打开相机 | com.android.camera2
打开播放器放首歌听吧 | com.letv.android.videoplayer
放首歌听 | com.android.music
打开QQ | com.tencent.mobileqq
打开图库 | com.android.gallery3d
打开联系人 | com.android.dialer
打开信息 | com.android.mms
打开QQ音乐 | com.tencent.qqmusic
我想听追梦赤子心 | com.android.music
打开QQ音乐播放告白气球 | com.tencent.qqmusic
打开微信 | com.tencent.mm
给自己发的微信 | com.tencent.mm
关闭导航 | com.android.settings
打开支付宝 | com.eg.android.AlipayGphone
微信扫一扫 | com.tencent.mm
打开王者荣耀 | com.tencent.tmgp.sgame
打开QQ | com.tencent.mobileqq
支付宝付款 | com.eg.android.AlipayGphone
支付宝扫一扫 | com.eg.android.AlipayGphone
微信二维码付款 | com.tencent.mm
微信二维码付款 | com.tencent.mm
打开腾讯视频 | com.tencent.qqlive
QQ浏览器搜索老婆3 | com.tencent.mtt
用QQ浏览器搜索小米官网 | com.tencent.mtt
WPS | cn.wps.moffice_eng
打开微博 | com.sina.weibo
微信充值话费 | com.tencent.mm
打开酷狗有没 | com.kugou.android
播放姜浩的歌 | com.letv.android.client
播放姜浩一的过客 | com.letv.android.client
播放王歌慧的QQ | com.letv.android.client
打开搜狗阅读 | com.sogou.novel
打开微信 | com.tencent.mm
打开微信摇一摇 | com.tencent.mm
打开微信摇一摇 | com.tencent.mm
打开爱奇艺 | com.qiyi.video
放首歌吧 | com.android.music
放首好听的歌 | com.android.music
导航 | com.autonavi.xmgd.navigator
今天天气怎么样 | sina.mobile.tianqitongletv
打开墨迹天气看看天气 | com.moji.mjweather
打开QQ | com.tencent.mobileqq
我想看周星驰的电影 | com.letv.android.client
重庆到北京的飞机票 | ctrip.android.view
公司帮我打一辆车 | com.yongche.android
就是正常的吗不去看周边的电影 | com.letv.android.client
打开王者荣耀 | com.tencent.tmgp.sgame
淘宝搜索夹克男 | com.taobao.taobao
我要建群 | com.tencent.mm
给老公发微信说晚上晚点吃饭 | com.tencent.mm
打开音乐 | com.android.music
播放音乐 | com.android.music
微信扫一扫 | com.tencent.mm
淘宝搜索高领毛衣男 | com.taobao.taobao
打开王者荣耀 | com.tencent.tmgp.sgame
打开天气 | sina.mobile.tianqitongletv
我要看了是汽车ff19发布会 | com.letv.android.client
打开高德地图 | com.autonavi.minimap
播放15838260960 | com.letv.android.client
打开QQ浏览器 | com.tencent.mtt
打开我的电子邮件 | com.android.email
打开微信 | com.tencent.mm
看看狗狗在家做什么 | com.letv.android.client
看看虎妞在干什么 | com.letv.android.client
打开我的淘宝购物车 | com.taobao.taobao
打开QQ | com.tencent.mobileqq
打开微信 | com.tencent.mm
打开QQ | com.tencent.mobileqq
打开QQ音乐 | com.tencent.qqmusic
播放心理罪 | com.letv.android.client
播放心理罪 | com.letv.android.client
打开网易云音乐 | com.netease.cloudmusic
打开QQ禾场 | com.tencent.mobileqq
播放心理罪 | com.letv.android.client
打开信息 | com.android.mms
播放心理罪 | com.letv.android.client
微信扫一扫 | com.tencent.mm
打开微信 | com.tencent.mm
打开腾讯视频 | com.tencent.qqlive
打开支付宝 | com.eg.android.AlipayGphone
打开乐视视频 | com.letv.android.client
打开QQ | com.tencent.mobileqq
打开乐视视频 | com.letv.android.client
打开高德地图 | com.autonavi.minimap
帮我打开QQ进入QQ空间 | com.tencent.mobileqq
帮我打开一键锁屏 | com.iodkols.onekeylockscreen
帮我播放一首歌 | com.android.music
帮我播放绅士 | com.android.music
计算器 | com.android.calculator2
QQ | com.tencent.mobileqq
打开QQ打开QQ | com.tencent.mobileqq
帮我打开QQ进入QQ空间 | com.tencent.mobileqq
帮我关闭QQ音乐 | com.android.settings
打开QQ | com.tencent.mobileqq
一键锁屏 | com.iodkols.onekeylockscreen
天气 | sina.mobile.tianqitongletv
微信给二姐发十块钱红包 | com.tencent.mm
打开支付宝收款 | com.eg.android.AlipayGphone
打开支付宝收款 | com.eg.android.AlipayGphone
支付宝收款 | com.eg.android.AlipayGphone
打开QQ | com.tencent.mobileqq
打开微店 | com.koudai.weidian.buyer
播放去大理 | com.android.music
打开QQ音乐播放去大理 | com.tencent.qqmusic
帮我打开QQ进入QQ空间 | com.tencent.mobileqq
打开微信 | com.tencent.mm
关闭微信 | com.android.settings
查看天气 | sina.mobile.tianqitongletv
打开微信 | com.tencent.mm
打开支付宝 | com.eg.android.AlipayGphone
发微信朋友圈 | com.tencent.mm
帮我充话费 | com.tencent.mm
打开管家进行杀毒 | com.letv.android.supermanager
搜索酷狗音乐 | com.kugou.android
打开联系人 | com.android.dialer
百度搜索游戏 | com.baidu.searchbox
打开图库 | com.android.gallery3d
打开微信 | com.tencent.mm
打开QQ发消息给大么 | com.tencent.mobileqq
打开来我要看湖南卫视 | com.letv.android.client
查询天气 | sina.mobile.tianqitongletv
打开QQ | com.tencent.mobileqq
打开QQ | com.tencent.mobileqq
听歌 | com.android.music
打开QQ给王宏伟发信息 | com.tencent.mobileqq
打开今日头条 | com.ss.android.article.news
打开腾讯视频看 | com.tencent.qqlive
淘宝搜索针织外套男 | com.taobao.taobao
淘宝搜索政治外套男 | com.taobao.taobao
淘宝搜索针织外套男 | com.taobao.taobao
打开系统更新 | com.letv.android.ota
关闭系统更新 | com.android.settings
微信朋友圈 | com.tencent.mm
打开微博看群主了是 | com.tencent.mm
打开微博看乐视 | com.sina.weibo
打开微博搜索乐视 | com.sina.weibo
打开QQ音乐 | com.tencent.qqmusic
儿子打开酷狗 | com.kugou.android
二姐打开QQ信息不理 | com.tencent.mm
用微信告诉大光你好 | com.tencent.mm
你QQ告诉珊珊来迟你好 | com.tencent.mobileqq
打开微信摇一摇 | com.tencent.mm
关闭微信 | com.android.settings
给我看看今天的天气 | sina.mobile.tianqitongletv
关闭今天的天气 | sina.mobile.tianqitongletv
给我打开指南针 | com.letv.android.compass
打开指南针 | com.letv.android.compass
给我打开微信 | com.tencent.mm
给我关闭微信 | com.android.settings
给我关闭设置 | com.android.settings
给我开启壁纸设置 | com.letv.android.wallpaperonline
关掉设置 | com.android.settings
帮我打开QQ进入QQ空间 | com.tencent.mobileqq
今天多少度 | sina.mobile.tianqitongletv
打开拍大师 | com.aipai.paidashi
我想听顺子的回家 | com.android.music
给我关闭百度地图 | com.android.settings
打开高德地图 | com.autonavi.minimap
给我关闭高德地图 | com.android.settings
我想拍个照片 | com.android.camera2
给我播放一首绅士 | com.android.music
给我播放一首刚刚好 | com.android.music
用户口播放刚刚好 | com.android.music
用酷狗音乐播放刚刚好 | com.android.music
打开酷狗 | com.kugou.android
播放人质 | com.letv.android.client
用酷狗搜索歌曲 | com.kugou.android
又打开二维码直播 | mobi.thinkchange.android.qrcode
用微信给老婆儿了红包 | com.tencent.mm
查看王震峰的朋友圈 | com.tencent.mm
打开朋友圈 | com.tencent.mm
打开微信朋友圈 | com.tencent.mm
和林语音聊天 | com.tencent.mm
和老板娘视频聊天 | com.tencent.mm
给痴心绝对发红包 | com.tencent.mm
用QQ给痴心绝对发红包 | com.tencent.mm
用QQ告诉视频也对 | com.tencent.mobileqq
用微信和大唐视频 | com.tencent.mm
打开快手 | com.smile.gifmaker
用微信和单行线视频 | com.tencent.mm
用微信告诉丹青见着 | com.tencent.mm
我微信告诉单行线走 | com.tencent.mm
打开网易云音乐 | com.netease.cloudmusic
打开应用管理 | com.android.settings
打开微信下载文件 | com.letv.android.filemanager
QQ下载文件 | com.letv.app.appstore
打开微信下载的软件 | com.letv.android.filemanager
打开计算器 | com.android.calculator2
打开便签 | com.letv.android.note
浏览器 | com.android.browser
打开微信转账 | com.tencent.mm
用QQ给方子啊消息 | com.tencent.mm
QQ发消息给朋友 | com.tencent.mobileqq
打开全民k歌播放歌曲 | com.tencent.karaoke
微信扫一扫 | com.tencent.mm
用微信给老爸发红包 | com.tencent.mm
用微信给老板发红包 | com.tencent.mm
微信二维码付款 | com.tencent.mm
播放我收藏的音乐 | com.android.music
播放我收藏的音乐 | com.android.music
打开小号 | com.alicom.smartdail
打开微信小号 | com.tencent.mm.LetvClone
打开微信小号 | com.tencent.mm.LetvClone
打开小嚯微信 | com.tencent.mm
打开小嚯的微信 | com.tencent.mm
打开微信的小号 | com.tencent.mm
打开播放器 | com.letv.android.videoplayer
给我说嘛发短信 | com.android.mms
打开乐视视频 | com.letv.android.client
打开UC浏览器 | com.UCMobile
开始录音 | com.letv.android.recorder
我想听本兮的歌 | com.android.music
打开莱芜桌面 | com.android.launcher3
打开莱芜桌面 | com.android.launcher3
打开乐视头条 | com.letv.android.client
打开头条 | com.ss.android.article.news
打开乐视头条 | com.letv.android.client
万象搜索 | com.letv.android.quicksearchbox
万象搜索 | com.letv.android.quicksearchbox
打开万象搜索 | com.letv.android.quicksearchbox
万象搜索 | com.letv.android.quicksearchbox
打开万象搜索 | com.letv.android.quicksearchbox
打开万象搜索 | com.letv.android.quicksearchbox
用QQ和珊珊来迟视频 | com.tencent.mm
你QQ和杉杉来吃发消息 | com.tencent.mobileqq
打开百度 | com.baidu.searchbox
淘宝搜索椰子350v二 | com.taobao.taobao
我要看熊出没 | com.joym.xiongchumo2.mi
我要看光头强 | com.letv.android.client
打开酷狗音乐 | com.kugou.android
打开扫一扫 | com.mj.scan
打开微信扫一扫 | com.tencent.mm
QQ扫一扫 | com.tencent.mobileqq
QQ钱包 | com.tencent.mobileqq
打开音乐 | com.android.music
打开微信 | com.tencent.mm
发微博 | com.sina.weibo
打开微信 | com.tencent.mm
双色球 | com.mango.doubleball
打开微信 | com.tencent.mm
打开微信 | com.tencent.mm
打开微信 | com.tencent.mm
打开QQ | com.tencent.mobileqq
打开QQ安全中心 | com.tencent.token
告诉小红火很好 | com.tencent.mm
打开QQ告诉我 | com.tencent.mobileqq
打开QQ像62级一班群里发一个东西 | com.tencent.mm
打开微信 | com.tencent.mm
打开QQ | com.tencent.mobileqq
打开微信 | com.tencent.mm
帮我充话费 | com.tencent.mm
打开乐视视频 | com.letv.android.client
播放音乐 | com.android.music
明天天气怎么样 | sina.mobile.tianqitongletv
打开淘宝 | com.taobao.taobao
打开京东 | com.jingdong.app.mall
打开和包 | com.cmcc.wallet
