打开QQ音乐 | QQ音乐
打开QQ | QQ
一键锁屏 | 一键锁屏
天气 | 天气
微信给二姐发十块钱红包 | 微信
打开支付宝收款 | 支付宝
打开支付宝收款 | 支付宝
支付宝收款 | 支付宝
打开QQ | QQ
打开微店 | 微店
播放去大理 | 音乐
打开QQ音乐播放去大理 | QQ音乐
帮我打开QQ进入QQ空间 | QQ
打开微信 | 微信
关闭微信 | 设置
查看天气 | 天气
打开微信 | 微信
打开支付宝 | 支付宝
发微信朋友圈 | 微信
帮我充话费 | 微信
打开管家进行杀毒 | 管家
搜索酷狗音乐 | 酷狗音乐
打开联系人 | 拨号
百度搜索游戏 | 手机百度
打开图库 | 相册
打开微信 | 微信
打开QQ发消息给大么 | QQ
打开来我要看湖南卫视 | 乐视视频
查询天气 | 天气
打开QQ | QQ
打开QQ | QQ
听歌 | 音乐
打开QQ给王宏伟发信息 | QQ
打开今日头条 | 今日头条
打开腾讯视频看 | 腾讯视频
淘宝搜索针织外套男 | 手机淘宝
淘宝搜索政治外套男 | 手机淘宝
淘宝搜索针织外套男 | 手机淘宝
打开系统更新 | 系统更新
关闭系统更新 | 设置
微信朋友圈 | 微信
打开微博看群主了是 | 微信
打开微博看乐视 | 新浪微博
打开微博搜索乐视 | 新浪微博
打开QQ音乐 | QQ音乐
儿子打开酷狗 | 酷狗音乐
二姐打开QQ信息不理 | 微信
用微信告诉大光你好 | 微信
你QQ告诉珊珊来迟你好 | QQ
打开微信摇一摇 | 微信
关闭微信 | 设置
给我看看今天的天气 | 天气
关闭今天的天气 | 天气
给我打开指南针 | 指南针
打开指南针 | 指南针
给我打开微信 | 微信
给我关闭微信 | 设置
给我关闭设置 | 设置
给我开启壁纸设置 | 壁纸
关掉设置 | 设置
帮我打开QQ进入QQ空间 | QQ
今天多少度 | 天气
打开拍大师 | 拍大师
我想听顺子的回家 | 音乐
给我关闭百度地图 | 设置
打开高德地图 | 高德地图
给我关闭高德地图 | 设置
我想拍个照片 | 相机
给我播放一首绅士 | 音乐
给我播放一首刚刚好 | 音乐
用户口播放刚刚好 | 音乐
用酷狗音乐播放刚刚好 | 音乐
打开酷狗 | 酷狗音乐
播放人质 | 乐视视频
用酷狗搜索歌曲 | 酷狗音乐
又打开二维码直播 | 二维码扫描
用微信给老婆儿了红包 | 微信
查看王震峰的朋友圈 | 微信
打开朋友圈 | 微信
打开微信朋友圈 | 微信
和林语音聊天 | 微信
和老板娘视频聊天 | 微信
给痴心绝对发红包 | 微信
用QQ给痴心绝对发红包 | 微信
用QQ告诉视频也对 | QQ
用微信和大唐视频 | 微信
打开快手 | 快手
用微信和单行线视频 | 微信
用微信告诉丹青见着 | 微信
我微信告诉单行线走 | 微信
打开网易云音乐 | 网易云音乐
打开应用管理 | 设置
打开微信下载文件 | 文件管理
QQ下载文件 | 应用商店
打开微信下载的软件 | 文件管理
打开计算器 | 计算器
打开便签 | 便签
浏览器 | 浏览器
打开微信转账 | 微信
用QQ给方子啊消息 | 微信
QQ发消息给朋友 | QQ
打开全民k歌播放歌曲 | 全民K歌
微信扫一扫 | 微信
用微信给老爸发红包 | 微信
用微信给老板发红包 | 微信
微信二维码付款 | 微信
播放我收藏的音乐 | 音乐
播放我收藏的音乐 | 音乐
打开小号 | 阿里小号
打开微信小号 | 微信小号
打开微信小号 | 微信小号
打开小嚯微信 | 微信
打开小嚯的微信 | 微信
打开微信的小号 | 微信
打开播放器 | 播放器
给我说嘛发短信 | 信息
打开乐视视频 | 乐视视频
打开UC浏览器 | UC浏览器
开始录音 | 录音机
我想听本兮的歌 | 音乐
打开莱芜桌面 | 桌面
打开莱芜桌面 | 桌面
打开乐视头条 | 乐视视频
打开头条 | 今日头条
打开乐视头条 | 乐视视频
万象搜索 | 万象搜索
万象搜索 | 万象搜索
打开万象搜索 | 万象搜索
万象搜索 | 万象搜索
打开万象搜索 | 万象搜索
打开万象搜索 | 万象搜索
用QQ和珊珊来迟视频 | 微信
你QQ和杉杉来吃发消息 | QQ
打开百度 | 手机百度
淘宝搜索椰子350v二 | 手机淘宝
我要看熊出没 | 熊出没二
我要看光头强 | 乐视视频
打开酷狗音乐 | 酷狗音乐
打开扫一扫 | 扫一扫
打开微信扫一扫 | 微信
QQ扫一扫 | QQ
QQ钱包 | QQ
打开音乐 | 音乐
打开微信 | 微信
发微博 | 新浪微博
打开微信 | 微信
双色球 | 双色球
打开微信 | 微信
打开微信 | 微信
打开微信 | 微信
打开QQ | QQ
打开QQ安全中心 | QQ安全中心
告诉小红火很好 | 微信
打开QQ告诉我 | QQ
打开QQ像62级一班群里发一个东西 | 微信
打开微信 | 微信
打开QQ | QQ
打开微信 | 微信
帮我充话费 | 微信
打开乐视视频 | 乐视视频
播放音乐 | 音乐
明天天气怎么样 | 天气
打开淘宝 | 手机淘宝
打开京东 | 京东
打开和包 | 和包
打开荷包 | 荷包
打开百度网盘 | 百度云
搜索百度贴吧 | 贴吧
搜索豌豆荚 | 豌豆荚
打开QQ | QQ
微信 | 微信
支付宝 | 支付宝
打开QQ音乐 | QQ音乐
播放音乐 | 音乐
播放QQ音乐 | 音乐
打开静音模式 | 闹钟
打开支付宝 | 支付宝
打开乐视视频 | 乐视视频
打开我的QQ空间 | QQ
打开我的微信朋友圈 | 微信
刷新微信朋友圈 | 微信
支付宝扫一扫 | 支付宝
打开计算器 | 计算器
进入QQ然后进入QQ空间 | QQ
进入微信 | 微信
在微信支付十块钱给黄立海房肯定错了 | 微信
进入微信发我爱你给黄厉害 | 微信
这就QQ发我爱你给黄玲 | QQ
进入QQ发我爱你给张志奇 | QQ
在微信发一千块钱给王厉害 | 微信
进入QQ发我爱你给黄立海 | QQ
帮我在微信发一百块钱给黄厉害 | 微信
在QQ发我爱你给王丽涵 | QQ
打开遥控 | 遥控器
打开相机 | 相机
播放音乐 | 音乐
播放十万个冷笑话第三季 | 乐视视频
播放十万个冷笑话第三季 | 乐视视频
播放十万个冷笑话第三季 | 乐视视频
打开微信 | 微信
我说我吃饭了吗 | 大众点评
帮我打开高德地图 | 高德地图
今天天气怎么样 | 天气
天天气怎么样 | 天气
创建群 | 微信
拍摄照片 | 相机
今天天气怎么样 | 天气
今天天气怎么样 | 天气
放首歌给我听吧 | 音乐
放首歌给我听吧你发展不起来 | 音乐
微信扫一扫 | 微信
放首歌吧 | 音乐
微信充值话费 | 微信
作业帮 | 作业帮
今天天气怎么样 | 天气
打开天气 | 天气
打车回家 | 易到
打车回公司 | 易到
打开微信 | 微信
我要换字体 | 主题商店
我要换主题 | 主题商店
我要换壁纸 | 壁纸
打开时钟 | 闹钟
打开QQ | QQ
下载开心消消乐 | 应用商店
播放王菲的歌曲 | 音乐
播放黑鹎的歌曲 | 乐视视频
播放田馥甄的歌曲 | 音乐
播放本地音乐 | 音乐
播放最近播放的 | 乐视视频
播放我收藏的歌曲 | 音乐
听歌 | 音乐
我想看新闻 | 乐视视频
打开音乐 | 音乐
打开刘涛的微信 | 微信
播放电台歌曲 | 音乐
播放新歌榜 | 音乐
播放热歌榜 | 音乐
我要看孤芳不自赏 | 乐视视频
我想看长城 | 乐视视频
播放本地音乐 | 音乐
明天天气怎么样 | 天气
查看体育新闻 | 乐视体育
帮我记一个电话号码10086 | 便签
帮我记一个电话号码10086 | 便签
帮我记一下黄山真的特别好看 | 便签
给小雨发微信 | 微信
打开通讯录 | 拨号
打开微信 | 微信
播放音乐 | 音乐
和小雨语音聊天 | 微信
和老公视频聊天 | 微信
微信扫一扫 | 微信
听音乐 | 音乐
微信付款 | 微信
微信收钱 | 微信
微信摇一摇 | 微信
打开微信朋友圈 | 微信
收听音乐 | 音乐
打开我的微信二维码 | 微信
支付宝扫一扫 | 支付宝
开始录音 | 录音机
微信朋友圈 | 微信
打开音乐 | 音乐
打开音乐 | 音乐
打开QQ音乐 | QQ音乐
打开高德地图 | 高德地图
打开微博 | 新浪微博
打开今日头条 | 今日头条
帮我记一下12345138 | 便签
微信充值话费 | 微信
明天天气怎么样 | 天气
打开QQ音乐播放最好的安排 | QQ音乐
打开相机 | 相机
帮我记一下小明的电话12345673456789 | 便签
打开图库 | 相册
打开QQ音乐播放不要说话 | QQ音乐
播放凤凰传奇 | 音乐
打开蒋号的微信 | 微信
查看容是杨的朋友圈 | 乐视视频
查看容是杨的朋友圈 | 乐视视频
给容师杨发我的位置 | 微信
微信扫一扫 | 微信
打开音乐打开QQ音乐 | QQ音乐
给铁轨发送我的位置 | 微信
明天天气 | 天气
打开QQ音乐 | QQ音乐
我要听歌 | 音乐
打开QQ音乐 | QQ音乐
打开QQ进入QQ空间找到 | QQ
打开一键锁屏 | 一键锁屏
关闭流量数据 | 设置
相册 | 相册
QQ | QQ
微信 | 微信
拨号 | 拨号
微信二维码支付 | 微信
微信 | 微信
王者荣耀 | 王者荣耀
手电筒 | 手电筒
退出语音助手 | 设置
打开乐桌面 | 乐桌面
打开直播桌面 | 桌面
打开图库 | 相册
乐视视频搜索孤芳不自赏 | 乐视视频
乐视视频搜索孤芳不自赏 | 乐视视频
乐视视频搜索孤芳不自赏 | 乐视视频
乐视视频搜索 | 乐视视频
打开乐视搜索 | 乐视视频
应用商店搜索阴阳师 | 应用商店
应用商店搜索阴阳师 | 应用商店
应用商店搜索阴阳师 | 应用商店
应用商店搜索阴阳师 | 应用商店
打开QQ | QQ
打开QQ | QQ
天气预报 | 天气
打开QQ | QQ
加QQ好友 | QQ
打开微信朋友圈 | 微信
听音乐 | 音乐
看电影 | 乐视视频
微信 | 微信
打开阴阳师 | 阴阳师
打开微信 | 微信
QQ打开手机QQ | QQ
设置设置 | 设置
唱一首歌给我听 | 音乐
打开QQ | QQ
开环系统综艺 | 乐视视频
QQ | QQ
打开QQ | QQ
发红包给邓 | 微信
发红包给郑植棋 | 微信
打开QQ | QQ
启动相机 | 相机
启动相册 | 相册
返回主界面 | 返回主界面
启动播放器 | 播放器
启动手机淘宝 | 手机淘宝
查看天气 | 天气
微信扫一扫 | 微信
微信黑名单 | 微信
微信黑名单 | 微信
播放新歌榜 | 音乐
查看天气 | 天气
我想看芈月传 | 乐视视频
听首歌 | 音乐
听首歌 | 音乐
打开QQ | QQ
拍张照 | 相册
拍照相机 | 相机
打开网易云音乐 | 网易云音乐
微信二维码付款 | 微信
放首歌 | 音乐
打开QQ | QQ
打开米赚 | 米赚
播放心理罪 | 乐视视频
打开乐视视频 | 乐视视频
播放孤芳不自赏 | 乐视视频
可能播放孤芳不自赏 | 乐视视频
播放心理罪 | 乐视视频
微信 | 微信
QQ | QQ
微信二维码收款 | 微信
打开打开微信二维码扫描 | 微信
打开微信 | 微信
打开支付宝 | 支付宝
打开QQ音乐 | QQ音乐
关闭QQ音乐 | 设置
播放九九八十一 | 音乐
在本地音乐中播放九九八十一 | 音乐
关闭语音助手 | 设置
打开微信付款吗 | 微信
打开微信付款吗 | 微信
用QQ发消息给刘豆说你好 | QQ
微信黑名单 | 微信
微信朋友圈 | 微信
用QQ发消息给刘豆说你以为农场 | QQ
用微信发消息给刘豆说你为荣想看 | 微信
发微信给刘卓说我马上去学校 | 微信
把QQ给刘豆说我马上去学校 | QQ
把QQ给刘豆说我马上去学校 | QQ
打开乐视体育 | 乐视体育
播放本地音乐 | 音乐
今天天气怎么样 | 天气
今天气温多少度 | 天气
打开天气 | 天气
打开微信 | 微信
打开天气 | 天气
放一首本兮的歌 | 音乐
放首歌 | 音乐
微信摇一摇 | 微信
播放音乐 | 音乐
打开天气 | 天气
打开乐视体育 | 乐视体育
打开微信 | 微信
设置字体 | 主题商店
查看天气 | 天气
c | C
关手机正在播放音乐的时候来电话然后接了电话以后 | 音乐
快手 | 快手
微信朋友圈 | 微信
微信朋友圈 | 微信
微信扫一扫 | 微信
图库 | 相册
给我播放ppap | 乐视视频
播放张信哲的歌 | 音乐
天天酷跑 | 天天酷跑
打开乐视体育 | 乐视体育
打开乐视视频 | 乐视视频
雾霾 | 天气
雾霾 | 天气
下雨 | 天气
拍照 | 相册
拍照 | 相册
播放音乐 | 音乐
设置字体 | 主题商店
打开我的照片 | 相册
应用管理 | 设置
今天刮风吗 | 天气
今天刮风 | 天气
今天几点日出 | 天气
今天几点日出 | 天气
播放音乐 | 音乐
打开网易云音乐 | 网易云音乐
打开地图 | 百度地图
二维码 | 二维码扫描
微信扫描 | 微信
打开QQ | QQ
神马 | 神马
神马 | 神马
打开手机营业厅 | 中国联通手机营业厅
播放本地音乐 | 音乐
打开我的照片 | 相册
打开我的照片 | 相册
播放最近音乐 | 音乐
微信二维码付款 | 微信
人形二维码付款 | 微信
微信号码收款 | 微信
打开酷狗音乐 | 酷狗音乐
QQ添加好友 | QQ
打开淘宝五六 | 手机淘宝
查看淘宝物流 | 手机淘宝
告诉小明你好 | 微信
告诉购进你好 | 微信
微信打开暴风音 | 微信
播放热歌榜 | 音乐
播放热歌榜 | 音乐
启动相机 | 相机
支付宝付款 | 支付宝
查看天气 | 天气
支付宝付款 | 支付宝
开微信 | 微信
管家 | 管家
播放原创音乐榜 | 音乐
管家 | 管家
播放音乐 | 音乐
播放本地音乐 | 音乐
给小豆花发红包 | 微信
给朕有的发红包 | 微信
给真有的发红包 | 微信
给肖泽华发红包 | 微信
给肖泽华发红包 | 微信
用乐视视频搜索不得不爱 | 乐视视频
用乐视视频搜索孤芳不自赏 | 乐视视频
我要回家 | 易到
帮我查看网易邮箱大师收到的邮件 | 网易邮箱大师
我要听双升 | 音乐
酷狗 | 酷狗音乐
打开QQ | QQ
打开天气 | 天气
播放本地音乐 | 音乐
打开QQ | QQ
打开QQ音乐 | QQ音乐
搜索操你妈 | 网易云音乐
打开QQ | QQ
微信 | 微信
打开便签 | 便签
打开网易云音乐播放挪威的森林 | 网易云音乐
给我放一首音乐 | 音乐
给我放一首兄弟抱一下 | 音乐
帮我播放三国恋 | 音乐
打开豌豆荚 | 豌豆荚
打开QQ | QQ
帮我发一条微博 | 新浪微博
彩票 | 福利彩票
打开QQ | QQ
打开QQ乐播放一类 | 乐视视频
QQ音乐播放一 | 音乐
QQ音乐播放音乐 | 音乐
QQ音乐 | QQ音乐
QQ音乐一 | QQ音乐
打开美团 | 美团
播放音乐去大理 | 音乐
打开QQ音乐播放DJ | QQ音乐
打开QQ音乐播放时间煮雨 | QQ音乐
打开QQ音乐播放时间煮雨 | QQ音乐
打开部落冲突 | 部落冲突
部落冲突 | 部落冲突
天气预报 | 天气
微信 | 微信
天气 | 天气
天气 | 天气
哔哩哔哩搜索狐妖小红仙 | 哔哩哔哩
哔哩哔哩搜索狐妖小红仙 | 哔哩哔哩
百度 | 手机百度
浏览器 | 浏览器
通讯录 | 三六零安全通讯录
微信付款 | 微信
哔哩哔哩搜索狐妖小红仙 | 哔哩哔哩
QQ查一 | QQ
QQ | QQ
打开im遥控器 | 小米遥控器
搜狗输入法 | 设置
打开微信 | 微信
打开微信 | 微信
打开QQ | QQ
迷你世界 | 迷你世界
打开文件管理 | 文件管理
打开手机QQ | QQ
打开文件管理 | 文件管理
打开微信打开微信 | 微信
打开拍大师 | 拍大师
打开QQ飞车群发信息 | 微信
打开微信朋友圈 | 微信
打开微信 | 微信
QQ | QQ
打开文件管理 | 文件管理
播放本地音乐 | 音乐
打开QQ音乐 | QQ音乐
万象搜索 | 万象搜索
找个餐馆 | 大众点评
903的天气 | 天气
淘宝搜索贺卡 | 手机淘宝
观看28岁未成年 | 乐视视频
打开QQ空间 | QQ
淘宝搜索狐妖小红娘手办 | 手机淘宝
QQ发信息给陈军 | QQ
放首音乐 | 音乐
放一首逍遥叹 | 音乐
信朋友圈 | 微信
退出浏览器 | 设置
打开QQ | QQ
打开QQ | QQ
打开乐视视频 | 乐视视频
播放十万个冷笑话第三季 | 乐视视频
打打开宜搜小说 | 宜搜小说
我要看电影 | 乐视视频
地图 | 百度地图
QQ浏览器 | QQ浏览器
爱奇艺 | 爱奇艺
QQ音乐 | QQ音乐
打开管家 | 管家
管家 | 管家
打开百度网盘 | 百度云
打开QQ | QQ
打开百度网盘 | 百度云
推荐歌曲 | 音乐
打开QQ音乐 | QQ音乐
今天下雨吗 | 天气
关闭移动流量 | 设置
打开QQ | QQ
微信给安河桥发零点一元红包 | 微信
微信给安河桥发零点一块钱红包 | 微信
用QQ给小米发图片 | 微信
播放音乐 | 音乐
打开联系人 | 拨号
我要看直播 | 乐视视频
打开酷狗音乐 | 酷狗音乐
打开QQ音乐 | QQ音乐
打开日历 | 待办事项
打开高德地图 | 高德地图
给我拍张照片 | 相册
拍照片 | 相机
给吴四美发红包 | 微信
给吴四美发一百元红包 | 微信
给吴四美发一百元红包 | 微信
给吴四美发两百元红包 | 微信
给马驰不发红包 | 微信
发一封邮件 | 电子邮件
给吴氏美发邮件 | 电子邮件
打开遥控 | 遥控器
打开万能钥匙 | WiFi万能钥匙
买电影票 | 携程旅行
我要换字体 | 主题商店
看天气 | 天气
打开QQ给我姐发短信说我到家了 | QQ
打开QQ | QQ
何须和发消息说我到家了 | 微信
帮我找一张八卦图 | 微信
支付宝付款 | 支付宝
打开QQ | QQ
打开微信 | 微信
打开万能钥匙 | WiFi万能钥匙
查看天气 | 天气
打开指南针 | 指南针
多打开微信 | 微信
打开京东 | 京东
给我打开QQ | QQ
退出酷狗 | 设置
退出酷狗音乐 | 设置
酷狗音乐 | 酷狗音乐
退出酷狗音乐 | 设置
打开全民k歌 | 全民K歌
退出全民k歌 | 设置
打开全民k歌 | 全民K歌
关闭全民k歌 | 设置
打开全民k歌 | 全民K歌
打开全民k歌 | 全民K歌
关闭全民k歌 | 设置
关闭全民k歌 | 设置
打开网易云音乐播放挪威的森林 | 网易云音乐
打开京东 | 京东
退出全民k歌 | 设置
打开QQ | QQ
